WKT,Enplanements,Passengers,Magnetic_Variation,County_s_State_Post_Office_Code,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,State_Name,SHAPE_X,SHAPE_Y
"POINT (-75.488305555632 40.5702777776227)",,,12,PA,Allentown Queen City Muni,399,N,XLL,,Lehigh,W,,N,KXLL,Allentown,New York,,Pennsylvania,-75.488305555632,40.5702777776227
"POINT (-75.5643502773575 40.3981533336213)",,,11,PA,Butter Valley Golf Port,500,,7N8,,Montgomery,W,,,,Bally,New York,,Pennsylvania,-75.5643502773575,40.3981533336213
"POINT (-80.3914444445226 40.7724722223079)",,,7,PA,Beaver County,1253,N,BVI,,Beaver,W,,N,KBVI,Beaver Falls,Detroit,05/1954,Pennsylvania,-80.3914444445226,40.7724722223079
"POINT (-78.5135000000208 40.086111111066)",,,9,PA,Bedford County,1162,,HMZ,,Bedford,W,,,KHMZ,Bedford,Washington,03/1994,Pennsylvania,-78.5135000000208,40.086111111066
"POINT (-77.8162222219168 40.8854999998917)",,,10,PA,Bellefonte,1071.5,,N96,,Centre,W,,,,Bellefonte,Detroit,08/1971,Pennsylvania,-77.8162222219168,40.8854999998917
"POINT (-76.2635619441136 40.4848141667997)",,,11,PA,Grimes,582,N,8N1,,Berks,W,,N,,Bethel,New York,,Pennsylvania,-76.2635619441136,40.4848141667997
"POINT (-76.4360558332175 40.9977811114383)",,,9,PA,Bloomsburg Muni,481,N,N13,,Columbia,W,,N,,Bloomsburg,New York,,Pennsylvania,-76.4360558332175,40.9977811114383
"POINT (-78.6399722224472 41.8029444444956)",1815,3403,11,PA,Bradford Rgnl,2143,N,BFD,728,Mc Kean,W,730,N,KBFD,Bradford,Detroit,11/1977,Pennsylvania,-78.6399722224472,41.8029444444956
"POINT (-76.4863533333237 39.8523236109271)",,,10,PA,Baublitz Commercial,750,,9W8,,York,W,,,,Brogue,Washington,03/1962,Pennsylvania,-76.4863533333237,39.8523236109271
"POINT (-79.9510833329987 40.7765833332032)",,,8,PA,Butler County/K W Scholter Field,1248,N,BTP,,Butler,W,,N,KBTP,Butler,Detroit,06/1938,Pennsylvania,-79.9510833329987,40.7765833332032
"POINT (-79.9747797223839 40.8525644443958)",,,8,PA,Butler Farm Show,1333,N,3G9,,Butler,W,,N,,Butler,Detroit,10/1950,Pennsylvania,-79.9747797223839,40.8525644443958
"POINT (-75.2496252777161 41.2167569445661)",,,12,PA,Flying Dollar,1400,,8N4,,Monroe,W,,,,Canadensis,New York,02/1974,Pennsylvania,-75.2496252777161,41.2167569445661
"POINT (-77.1742755556973 40.1879130553871)",,,10,PA,Carlisle,510,N,N94,,Cumberland,W,,N,,Carlisle,Detroit,03/1963,Pennsylvania,-77.1742755556973,40.1879130553871
"POINT (-77.6572194446505 40.8117311109572)",,,10,PA,Centre Airpark,1307,N,N16,,Centre,W,,N,,Centre Hall,Detroit,08/1962,Pennsylvania,-77.6572194446505,40.8117311109572
"POINT (-77.6024961113278 40.8903422221855)",,,10,PA,Penns Cave,1260,N,N74,,Centre,W,,N,,Centre Hall,Detroit,11/1969,Pennsylvania,-77.6024961113278,40.8903422221855
"POINT (-77.6432562780126 39.9729616944484)",,,11,PA,Franklin County Rgnl,688,N,N68,,Franklin,W,,N,,Chambersburg,Washington,07/1970,Pennsylvania,-77.6432562780126,39.9729616944484
"POINT (-79.4421666662381 41.2249444443547)",,,10,PA,Clarion County,1458,,AXQ,,Clarion,W,,,KAXQ,Clarion,Detroit,04/1974,Pennsylvania,-79.4421666662381,41.2249444443547
"POINT (-78.4151579170487 41.0491336109955)",,,10,PA,Clearfield-Lawrence,1516,N,FIG,,Clearfield,W,,N,KFIG,Clearfield,Detroit,08/1973,Pennsylvania,-78.4151579170487,41.0491336109955
"POINT (-75.8654722225005 39.9789722223356)",,,11,PA,Chester County G O Carlson,660,N,MQS,,Chester,W,,N,KMQS,Coatesville,Washington,09/1937,Pennsylvania,-75.8654722225005,39.9789722223356
"POINT (-75.4302630551323 40.2040483331674)",,,12,PA,Perkiomen Valley,277,N,N10,,Montgomery,W,,N,,Collegeville,New York,,Pennsylvania,-75.4302630551323,40.2040483331674
"POINT (-76.4873055556097 40.0252777778803)",,,10,PA,Mc Ginness,334,N,8N7,,Lancaster,W,,N,,Columbia,New York,12/1949,Pennsylvania,-76.4873055556097,40.0252777778803
"POINT (-79.6574166662987 39.9590555556061)",,,8,PA,Joseph A. Hardy Connellsville,1264,N,VVS,,Fayette,W,,N,KVVS,Connellsville,Cincinnati,04/1940,Pennsylvania,-79.6574166662987,39.9590555556061
"POINT (-79.641055555706 41.9075555553582)",,,10,PA,Corry-Lawrence,1766,N,8G2,,Erie,W,,N,,Corry,Detroit,06/1944,Pennsylvania,-79.641055555706,41.9075555553582
"POINT (-76.6439263888147 40.9483520834232)",,,12,PA,Danville,559,N,8N8,,Northumberland,W,,N,,Danville,New York,08/1938,Pennsylvania,-76.6439263888147,40.9483520834232
"POINT (-76.8166361107421 40.0225961111)",,,10,PA,Lazy B Ranch,450,,0P8,,York,W,,,,Dover,New York,04/1983,Pennsylvania,-76.8166361107421,40.0225961111
"POINT (-75.1223383336326 40.333050277743)",,,12,PA,Doylestown,394,N,DYL,,Bucks,W,,N,KDYL,Doylestown,New York,05/1942,Pennsylvania,-75.1223383336326,40.333050277743
"POINT (-75.242944444066 40.7421666669656)",,,13,PA,Braden Airpark,396.8,N,N43,,Northampton,W,,N,,Easton,New York,10/1937,Pennsylvania,-75.242944444066,40.7421666669656
"POINT (-75.1606788889979 41.0358716668742)",,,11,PA,Stroudsburg-Pocono,480,N,N53,,Monroe,W,,N,,East Stroudsburg,New York,02/1946,Pennsylvania,-75.1606788889979,41.0358716668742
"POINT (-78.7752438886459 40.4612108331164)",,,9,PA,Ebensburg,2099,N,9G8,,Cambria,W,,N,,Ebensburg,Detroit,09/1938,Pennsylvania,-78.7752438886459,40.4612108331164
"POINT (-80.0961388887233 40.1306388889026)",,,7,PA,Bandel,1210,N,22D,,Washington,W,,N,,Eighty Four,Detroit,06/1967,Pennsylvania,-80.0961388887233,40.1306388889026
"POINT (-75.0996161114775 40.4842697222537)",,,12,PA,Vansant,390,N,9N1,,Bucks,W,,N,,Erwinna,New York,10/1961,Pennsylvania,-75.0996161114775,40.4842697222537
"POINT (-75.7560805552083 41.5893547220705)",,,12,PA,Seamans Field,1209,N,9N3,,Lackawanna,W,,N,,Factoryville,New York,02/1971,Pennsylvania,-75.7560805552083,41.5893547220705
"POINT (-77.351376110681 39.7570399998112)",,,10,PA,Mid Atlantic Soaring Center,573,N,W73,,Adams,W,,N,,Fairfield,Washington,03/1971,Pennsylvania,-77.351376110681,39.7570399998112
"POINT (-80.0122738886818 40.2459033334302)",,,7,PA,Finleyville Airpark,1240,N,G05,,Washington,W,,N,,Finleyville,Detroit,10/1947,Pennsylvania,-80.0122738886818,40.2459033334302
"POINT (-79.86063888856 41.3774166668095)",1041,3384,10,PA,Venango Rgnl,1540.2,N,FKL,864,Venango,W,870,N,KFKL,Franklin,Detroit,,Pennsylvania,-79.86063888856,41.3774166668095
"POINT (-76.4416272223388 40.4428683330623)",,,11,PA,Farmers Pride,495,N,9N7,,Lebanon,W,,N,,Fredericksburg,New York,11/1947,Pennsylvania,-76.4416272223388,40.4428683330623
"POINT (-75.7054166664336 40.7375305557864)",,,11,PA,Flying M Aerodrome,735,,P91,,Lehigh,W,,,,Germansville,New York,01/1974,Pennsylvania,-75.7054166664336,40.7375305557864
"POINT (-77.2746388884828 39.8413055553807)",,,11,PA,Gettysburg Rgnl,553.2,,W05,,Adams,W,,,,Gettysburg,Washington,07/1973,Pennsylvania,-77.2746388884828,39.8413055553807
"POINT (-80.3912616670067 41.4468316663513)",,,5,PA,Greenville Muni,1202,N,4G1,,Mercer,W,,N,,Greenville,Detroit,09/1954,Pennsylvania,-80.3912616670067,41.4468316663513
"POINT (-80.1677499996186 41.1460277774867)",,,9,PA,Grove City,1371,N,29D,,Mercer,W,,N,,Grove City,Detroit,02/1975,Pennsylvania,-80.1677499996186,41.1460277774867
"POINT (-77.0250555558425 39.7928055555998)",,,10,PA,Hanover,565,N,6W6,,Adams,W,,N,,Hanover,Washington,01/1974,Pennsylvania,-77.0250555558425,39.7928055555998
"POINT (-76.8513611114805 40.2171388889188)",,,11,PA,Capital City,347,N,CXY,,York,W,,N,KCXY,Harrisburg,New York,08/1938,Pennsylvania,-76.8513611114805,40.2171388889188
"POINT (-75.9948888888663 40.9867777780249)",,,10,PA,Hazleton Muni,1603,N,HZL,,Luzerne,W,,N,KHZL,Hazleton,New York,12/1949,Pennsylvania,-75.9948888888663,40.9867777780249
"POINT (-75.2515597224253 41.5155916667498)",,,13,PA,Cherry Ridge,1357,N,N30,,Wayne,W,,N,,Honesdale,New York,03/1965,Pennsylvania,-75.2515597224253,41.5155916667498
"POINT (-79.1055277781786 40.6322222221315)",,,8,PA,Indiana County/Jimmy Stewart Fld/,1405,N,IDI,,Indiana,W,,N,KIDI,Indiana,Detroit,12/1951,Pennsylvania,-79.1055277781786,40.6322222221315
"POINT (-79.7792122225251 40.3334025002739)",,,8,PA,Inter County,1250,N,31D,,Westmoreland,W,,N,,Irwin,Detroit,11/1948,Pennsylvania,-79.7792122225251,40.3334025002739
"POINT (-79.6087777778039 40.3763333330983)",,,8,PA,Greensburg Jeannette Rgnl,1188,N,5G8,,Westmoreland,W,,N,,Jeannette,Detroit,04/1970,Pennsylvania,-79.6087777778039,40.3763333330983
"POINT (-77.2257652773907 41.2064430553869)",,,10,PA,Jersey Shore,547,N,P96,,Lycoming,W,,N,,Jersey Shore,Detroit,11/1947,Pennsylvania,-77.2257652773907,41.2064430553869
"POINT (-77.0038666662493 40.0167616668981)",,,10,PA,Bermudian Valley Airpark,470,,07N,,York,W,,,,Kralltown,Detroit,01/1974,Pennsylvania,-77.0038666662493,40.0167616668981
"POINT (-76.2943611112277 40.1223611110288)",2284,2284,9,PA,Lancaster,402.6,N,LNS,1439,Lancaster,W,1436,N,KLNS,Lancaster,New York,,Pennsylvania,-76.2943611112277,40.1223611110288
"POINT (-76.3287472225252 40.2915513892087)",,,12,PA,Keller Brothers,550,N,08N,,Lebanon,W,,N,,Lebanon,New York,,Pennsylvania,-76.3287472225252,40.2915513892087
"POINT (-75.6353541666466 40.84428749976)",,,11,PA,Beltzville,899,N,14N,,Carbon,W,,N,,Lehighton,New York,12/1949,Pennsylvania,-75.6353541666466,40.84428749976
"POINT (-75.7614963884618 40.8095088891584)",,,12,PA,Jake Arner Memorial,534,N,22N,,Carbon,W,,N,,Lehighton,New York,12/1964,Pennsylvania,-75.7614963884618,40.8095088891584
"POINT (-77.4223055556842 41.1357777775267)",,,11,PA,William T. Piper Memorial,556,N,LHV,,Clinton,W,,N,KLHV,Lock Haven,Detroit,05/1938,Pennsylvania,-77.4223055556842,41.1357777775267
"POINT (-80.0284750003393 40.7080750000937)",,,8,PA,Lakehill,1030,,P09,,Butler,W,,,,Mars,Detroit,03/1961,Pennsylvania,-80.0284750003393,40.7080750000937
"POINT (-80.2147222222073 41.6265277777313)",,,8,PA,Port Meadville,1399,N,GKJ,,Crawford,W,,N,KGKJ,Meadville,Detroit,04/1938,Pennsylvania,-80.2147222222073,41.6265277777313
"POINT (-77.4056666662426 40.5989444442666)",,,11,PA,Mifflintown,545,,P34,,Juniata,W,,,,Mifflintown,Detroit,02/1977,Pennsylvania,-77.4056666662426,40.5989444442666
"POINT (-79.8314444440216 40.2097222219476)",,,9,PA,Rostraver,1228,N,FWQ,,Westmoreland,W,,N,KFWQ,Monongahela,Detroit,,Pennsylvania,-79.8314444440216,40.2097222219476
"POINT (-79.7749166665843 40.4526388888946)",,,8,PA,Pittsburgh-Monroeville,1187,N,4G0,,Allegheny,W,,N,,Monroeville,Detroit,04/1947,Pennsylvania,-79.7749166665843,40.4526388888946
"POINT (-75.8899174996089 41.7889650002402)",,,12,PA,Husky Haven,1670,,P32,,Susquehanna,W,,,,Montrose,New York,07/1969,Pennsylvania,-75.8899174996089,41.7889650002402
"POINT (-75.8704891669369 40.1570413889581)",,,11,PA,Morgantown,600,,O03,,Berks,W,,,,Morgantown,New York,03/1973,Pennsylvania,-75.8704891669369,40.1570413889581
"POINT (-76.5743552773695 40.0922066665047)",,,9,PA,Donegal Springs Airpark,458,N,N71,,Lancaster,W,,N,,Mount Joy/Marietta,New York,05/1947,Pennsylvania,-76.5743552773695,40.0922066665047
"POINT (-79.5431123885004 40.1076334166945)",,,8,PA,Mount Pleasant/Scottdale,1160,N,P45,,Fayette,W,,N,,Mount Pleasant,Detroit,03/1947,Pennsylvania,-79.5431123885004,40.1076334166945
"POINT (-75.3800555554377 41.1376944447738)",,,13,PA,Pocono Mountains Muni,1915,N,MPO,,Monroe,W,,N,KMPO,Mount Pocono,New York,07/1938,Pennsylvania,-75.3800555554377,41.1376944447738
"POINT (-76.3296444445596 40.3521277778638)",,,9,PA,Deck,523,,9D4,,Lebanon,W,,,,Myerstown,New York,03/1990,Pennsylvania,-76.3296444445596,40.3521277778638
"POINT (-80.4134444445455 41.0253888887118)",,,9,PA,New Castle Muni,1070.2,N,UCP,,Lawrence,W,,N,KUCP,New Castle,Detroit,12/1938,Pennsylvania,-80.4134444445455,41.0253888887118
"POINT (-78.4539033332312 40.3959063886302)",,,9,PA,Blue Knob Valley,1270,,7G4,,Blair,W,,,,Newry,Detroit,10/1971,Pennsylvania,-78.4539033332312,40.3959063886302
"POINT (-76.5769833337675 40.2867666667563)",,,10,PA,Reigle Field,489,N,58N,,Lebanon,W,,N,,Palmyra,New York,10/1945,Pennsylvania,-76.5769833337675,40.2867666667563
"POINT (-75.2904722225556 40.3891944441025)",,,12,PA,Pennridge,567.6,N,CKZ,,Bucks,W,,N,KCKZ,Perkasie,New York,04/1969,Pennsylvania,-75.2904722225556,40.3891944441025
"POINT (-75.2651388889237 40.1375555555974)",,,12,PA,Wings Field,302,N,LOM,,Montgomery,W,,N,KLOM,Philadelphia,New York,12/1937,Pennsylvania,-75.2651388889237,40.1375555555974
"POINT (-75.0105833335752 40.0819444445677)",,,12,PA,Northeast Philadelphia,120,Y,PNE,,Philadelphia,W,,N,KPNE,Philadelphia,New York,07/1938,Pennsylvania,-75.0105833335752,40.0819444445677
"POINT (-78.2433788892816 40.9717541668995)",,,9,PA,Albert,1784,N,1N3,,Clearfield,W,,N,,Philipsburg,Detroit,10/1943,Pennsylvania,-78.2433788892816,40.9717541668995
"POINT (-78.0873416663639 40.8843913885942)",,,11,PA,Mid-State,1948,N,PSB,,Centre,W,,N,KPSB,Philipsburg,Detroit,11/1938,Pennsylvania,-78.0873416663639,40.8843913885942
"POINT (-79.8261189444548 40.6035462778217)",,,9,PA,Rock,1063,N,9G1,,Allegheny,W,,N,,Pittsburgh,Detroit,,Pennsylvania,-79.8261189444548,40.6035462778217
"POINT (-79.9290466664409 40.3544376385892)",115,115,9,PA,Allegheny County,1251.5,Y,AGC,4,Allegheny,W,4,N,KAGC,Pittsburgh,Detroit,11/1937,Pennsylvania,-79.9290466664409,40.3544376385892
"POINT (-79.3613486115031 41.8327930553282)",,,9,PA,Brokenstraw,1230,N,P15,,Warren,W,,N,,Pittsfield,Detroit,04/1971,Pennsylvania,-79.3613486115031,41.8327930553282
"POINT (-75.6708530552225 40.2604008332174)",,,12,PA,Pottstown Muni,256,N,N47,,Montgomery,W,,N,,Pottstown,New York,12/1946,Pennsylvania,-75.6708530552225,40.2604008332174
"POINT (-75.5567222223426 40.2395555554861)",,,12,PA,Heritage Field,308.2,N,PTW,,Montgomery,W,,N,KPTW,Pottstown,New York,04/1938,Pennsylvania,-75.5567222223426,40.2395555554861
"POINT (-76.3731388889332 40.7064722224217)",,,12,PA,Schuylkill County /Joe Zerbey/,1729,N,ZER,,Schuylkill,W,,N,KZER,Pottsville,New York,10/1959,Pennsylvania,-76.3731388889332,40.7064722224217
"POINT (-78.9300052774848 40.9666747219594)",,,10,PA,Punxsutawney Muni,1439,N,N35,,Jefferson,W,,N,,Punxsutawney,Detroit,08/1945,Pennsylvania,-78.9300052774848,40.9666747219594
"POINT (-75.3819444447823 40.4351388887024)",,,12,PA,Quakertown,525,N,UKT,,Bucks,W,,N,KUKT,Quakertown,New York,11/1946,Pennsylvania,-75.3819444447823,40.4351388887024
"POINT (-75.9652500001462 40.3785000001002)",,,12,PA,Reading Rgnl/Carl A Spaatz Field,343.5,N,RDG,,Berks,W,,N,KRDG,Reading,New York,04/1938,Pennsylvania,-75.9652500001462,40.3785000001002
"POINT (-77.6268333336838 40.6773888889544)",,,10,PA,Mifflin County,819,N,RVL,,Mifflin,W,,N,KRVL,Reedsville,Detroit,,Pennsylvania,-77.6268333336838,40.6773888889544
"POINT (-78.5026313885011 41.4124777778529)",,,11,PA,St Marys Muni,1934,N,OYM,,Elk,W,,N,KOYM,St Marys,Detroit,10/1946,Pennsylvania,-78.5026313885011,41.4124777778529
"POINT (-76.8641722220043 40.8212347221896)",,,11,PA,Penn Valley,463.5,N,SEG,,Snyder,W,,N,KSEG,Selinsgrove,New York,05/1945,Pennsylvania,-76.8641722220043,40.8212347221896
"POINT (-76.5524444441218 40.8369166665946)",,,11,PA,Northumberland County,881,N,N79,,Northumberland,W,,N,,Shamokin,New York,,Pennsylvania,-76.5524444441218,40.8369166665946
"POINT (-77.4622080558515 40.058423055758)",,,10,PA,Shippensburg,760,N,N42,,Cumberland,W,,N,,Shippensburg,Detroit,,Pennsylvania,-77.4622080558515,40.058423055758
"POINT (-75.6048524164517 40.7635940554046)",,,11,PA,Slatington,380,N,69N,,Lehigh,W,,N,,Slatington,New York,05/1957,Pennsylvania,-75.6048524164517,40.7635940554046
"POINT (-76.2018958328955 40.041593055424)",,,11,PA,Smoketown,370,,S37,,Lancaster,W,,,,Smoketown,New York,03/1961,Pennsylvania,-76.2018958328955,40.041593055424
"POINT (-79.0149951389419 40.0388708333973)",,,10,PA,Somerset County,2275,N,2G9,,Somerset,W,,N,,Somerset,Detroit,03/1953,Pennsylvania,-79.0149951389419,40.0388708333973
"POINT (-77.8486944446537 40.8492777777648)",,,11,PA,University Park,1239,N,UNV,,Centre,W,,N,KUNV,State College,Detroit,03/1959,Pennsylvania,-77.8486944446537,40.8492777777648
"POINT (-75.4158972222614 41.347356944374)",,,12,PA,Spring Hill,1728.9,N,70N,,Wayne,W,,N,,Sterling,New York,05/1973,Pennsylvania,-75.4158972222614,41.347356944374
"POINT (-76.6471913884784 39.794824444469)",,,10,PA,Shoestring Aviation Airfield,1000,,0P2,,York,W,,,,Stewartstown,Washington,07/1963,Pennsylvania,-76.6471913884784,39.794824444469
"POINT (-76.7788533337097 40.8917519442134)",,,11,PA,Sunbury,450,N,71N,,Northumberland,W,,N,,Sunbury,New York,04/1938,Pennsylvania,-76.7788533337097,40.8917519442134
"POINT (-79.7413333329438 41.6088055555252)",,,6,PA,Titusville,1599.9,N,6G1,,Crawford,W,,N,,Titusville,Detroit,11/1946,Pennsylvania,-79.7413333329438,41.6088055555252
"POINT (-75.7697447220955 39.8305263891532)",,,9,PA,New Garden,436,N,N57,,Chester,W,,N,,Toughkenamon,Washington,01/1968,Pennsylvania,-75.7697447220955,39.8305263891532
"POINT (-76.4471388887652 41.739999999717)",,,12,PA,Bradford County,730,N,N27,,Bradford,W,,N,,Towanda,New York,07/1938,Pennsylvania,-76.4471388887652,41.739999999717
"POINT (-76.5597125001848 40.5589958332884)",,,11,PA,Bendigo,790.6,,74N,,Dauphin,W,,,,Tower City,New York,12/1949,Pennsylvania,-76.5597125001848,40.5589958332884
"POINT (-75.9468658332279 41.5292433330965)",,,12,PA,Skyhaven,639,,76N,,Wyoming,W,,,,Tunkhannock,New York,10/1945,Pennsylvania,-75.9468658332279,41.5292433330965
"POINT (-80.290194444009 40.1364722224264)",,,8,PA,Washington County,1184,N,AFJ,,Washington,W,,N,KAFJ,Washington,Detroit,10/1947,Pennsylvania,-80.290194444009,40.1364722224264
"POINT (-80.1306944447413 39.9011388887773)",,,9,PA,Greene County,1069,N,WAY,,Greene,W,,N,KWAY,Waynesburg,Cincinnati,12/1937,Pennsylvania,-80.1306944447413,39.9011388887773
"POINT (-77.3965000001653 41.7278888892184)",,,11,PA,Wellsboro Johnston,1892,N,N38,,Tioga,W,,N,,Wellsboro,Detroit,03/1947,Pennsylvania,-77.3965000001653,41.7278888892184
"POINT (-76.9771499998433 40.0495097223863)",,,10,PA,Kampel,611,N,2N5,,York,W,,N,,Wellsville,New York,03/1971,Pennsylvania,-76.9771499998433,40.0495097223863
"POINT (-75.5819069440838 39.9901177777665)",,,12,PA,Brandywine,462.5,N,OQN,,Chester,W,,N,KOQN,West Chester,Washington,04/1946,Pennsylvania,-75.5819069440838,39.9901177777665
"POINT (-75.8522405279473 41.2973074447545)",,,12,PA,Wilkes-Barre Wyoming Valley,543.3,N,WBW,,Luzerne,W,,N,KWBW,Wilkes-Barre,New York,,Pennsylvania,-75.8522405279473,41.2973074447545
"POINT (-78.2380663892353 40.4545169447021)",,,9,PA,Cove Valley,1156,N,6G6,,Blair,W,,N,,Williamsburg,Detroit,,Pennsylvania,-78.2380663892353,40.4545169447021
"POINT (-76.8730277781425 39.9170000002324)",,,11,PA,York,495,N,THV,,York,W,,N,KTHV,York,Washington,12/1940,Pennsylvania,-76.8730277781425,39.9170000002324
"POINT (-80.1608611107588 40.8019722220083)",,,9,PA,Zelienople Muni,898,N,PJC,,Beaver,W,,N,KPJC,Zelienople,Detroit,03/1958,Pennsylvania,-80.1608611107588,40.8019722220083
"POINT (-66.675555555528 18.4511111112513)",,,10,PR,Antonio/Nery/Juarbe Pol,23,N,ABO,,--Puerto Rico,W,,N,TJAB,Arecibo,Puerto Rico-Virgin Islands,05/1947,Puerto Rico,-66.675555555528,18.4511111112513
"POINT (-65.6433805556138 18.2452694441503)",,,,PR,Jose Aponte De La Torre,38,,RVR,,--Puerto Rico,,,,TJRV,Ceiba,Puerto Rico-Virgin Islands,10/2008,Puerto Rico,-65.6433805556138,18.2452694441503
"POINT (-65.6618280555562 18.3080097225191)",,,11,PR,Diego Jimenez Torres,64,Y,X95,,--Puerto Rico,W,,N,TJFA,Fajardo,Puerto Rico-Virgin Islands,12/1980,Puerto Rico,-65.6618280555562,18.3080097225191
"POINT (-65.8007174997121 18.1380166668042)",,,11,PR,Humacao,33,N,X63,,--Puerto Rico,W,,N,,Humacao,Puerto Rico-Virgin Islands,10/1963,Puerto Rico,-65.8007174997121,18.1380166668042
"POINT (-66.0193302774618 17.9821886112085)",,,11,PR,Patillas,10,N,X64,,--Puerto Rico,W,,N,,Patillas,Puerto Rico-Virgin Islands,,Puerto Rico,-66.0193302774618,17.9821886112085
"POINT (-71.2815439448585 41.5324397501669)",,,15,RI,Newport State,171.8,N,UUU,,Newport,W,,N,KUUU,Newport,New York,01/1947,Rhode Island,-71.2815439448585,41.5324397501669
"POINT (-71.4121388891616 41.5971388886652)",,,15,RI,Quonset State,18.3,Y,OQU,,Washington,W,,N,KOQU,North Kingstown,New York,03/1947,Rhode Island,-71.4121388891616,41.5971388886652
"POINT (-71.4914166664593 41.9207499999557)",,,15,RI,North Central State,441,Y,SFZ,,Providence,W,,N,KSFZ,Pawtucket,New York,12/1951,Rhode Island,-71.4914166664593,41.9207499999557
"POINT (-71.6206388888885 41.4894999999262)",,,15,RI,Richmond,130,,08R,,Washington,W,,,,West Kingston,New York,06/1955,Rhode Island,-71.6206388888885,41.4894999999262
"POINT (-81.6850277781674 33.649388888905)",,,6,SC,Aiken Muni,529,N,AIK,,Aiken,W,,N,KAIK,Aiken,Charlotte,01/1943,South Carolina,-81.6850277781674,33.649388888905
"POINT (-81.2702499996223 32.9951111108094)",,,6,SC,Allendale County,161.7,N,AQX,,Allendale,W,,N,KAQX,Allendale,Charlotte,05/1969,South Carolina,-81.2702499996223,32.9951111108094
"POINT (-82.7093888885839 34.4945833331869)",,,5,SC,Anderson Rgnl,782,N,AND,,Anderson,W,,N,KAND,Anderson,Atlanta,09/1937,South Carolina,-82.7093888885839,34.4945833331869
"POINT (-79.5261766669429 33.451699722235)",,,6,SC,Robert F Swinnie,26,N,PHH,,Georgetown,W,,N,KPHH,Andrews,Charlotte,,South Carolina,-79.5261766669429,33.451699722235
"POINT (-81.1084166668284 33.3045277776537)",,,7,SC,Bamberg County,231,,99N,,Bamberg,W,,,,Bamberg,Charlotte,10/1982,South Carolina,-81.1084166668284,33.3045277776537
"POINT (-81.3879328331194 33.25800166645)",,,5,SC,Barnwell Rgnl,246,N,BNL,,Barnwell,W,,N,KBNL,Barnwell,Charlotte,05/1943,South Carolina,-81.3879328331194,33.25800166645
"POINT (-80.634354166866 32.412166666396)",,,7,SC,Beaufort County,9,N,ARW,,Beaufort,W,,N,KARW,Beaufort,Charlotte,12/1973,South Carolina,-80.634354166866,32.412166666396
"POINT (-79.7343594445936 34.6217086109448)",,,8,SC,Marlboro County Jetport - H.E. Avent Field,147,N,BBP,,Marlboro,W,,N,KBBP,Bennettsville,Charlotte,,South Carolina,-79.7343594445936,34.6217086109448
"POINT (-80.2360336114626 34.2444849998105)",,,5,SC,Lee County-Butters Field,211,N,52J,,Lee,W,,N,,Bishopville,Charlotte,02/1947,South Carolina,-80.2360336114626,34.2444849998105
"POINT (-82.5651944444159 34.0905555559089)",,,4,SC,Hester Memorial,517,N,0A2,,Abbeville,W,,N,,Calhoun Falls,Atlanta,05/1957,South Carolina,-82.5651944444159,34.0905555559089
"POINT (-80.5648611109342 34.2835833329978)",,,5,SC,Woodward Field,302,N,CDN,,Kershaw,W,,N,KCDN,Camden,Charlotte,11/1937,South Carolina,-80.5648611109342,34.2835833329978
"POINT (-80.0032499999374 32.7010277780528)",,,5,SC,Charleston Executive,18.6,N,JZI,,Charleston,W,,N,KJZI,Charleston,Charlotte,04/1943,South Carolina,-80.0032499999374,32.7010277780528
"POINT (-79.9570000003793 34.7128611114499)",,,8,SC,Cheraw Muni/Lynch Bellinger Field,238.7,N,CQW,,Chesterfield,W,,N,KCQW,Cheraw,Charlotte,02/1945,South Carolina,-79.9570000003793,34.7128611114499
"POINT (-81.1957777779034 34.7893333333897)",,,6,SC,Chester Catawba Rgnl,657,N,DCM,,Chester,W,,N,KDCM,Chester,Charlotte,12/1943,South Carolina,-81.1957777779034,34.7893333333897
"POINT (-82.8858888892575 34.6722222225661)",,,5,SC,Oconee County Rgnl,891,N,CEU,,Oconee,W,,N,KCEU,Clemson,Atlanta,,South Carolina,-82.8858888892575,34.6722222225661
"POINT (-79.5380833329774 34.5614166668995)",,,6,SC,Clio Crop Care,192,N,9W9,,Marlboro,W,,N,,Clio,Charlotte,05/1976,South Carolina,-79.5380833329774,34.5614166668995
"POINT (-80.9952500002345 33.9704722223002)",,,6,SC,Jim Hamilton L.B. Owens,193.4,N,CUB,,Richland,W,,N,KCUB,Columbia,Charlotte,08/1950,South Carolina,-80.9952500002345,33.9704722223002
"POINT (-79.1221763334926 33.8284875001889)",,,8,SC,Conway-Horry County,35,N,HYW,,Horry,W,,N,KHYW,Conway,Charlotte,,South Carolina,-79.1221763334926,33.8284875001889
"POINT (-79.9276111110062 34.2815277777311)",,,6,SC,Branhams,166,N,6J7,,Darlington,W,,N,,Darlington,Charlotte,05/1971,South Carolina,-79.9276111110062,34.2815277777311
"POINT (-79.8900608332407 34.4493844725472)",,,6,SC,Darlington County Jetport,192,N,UDG,,Darlington,W,,N,KUDG,Darlington,Charlotte,10/1943,South Carolina,-79.8900608332407,34.4493844725472
